rule_id,variable,etiqueta_variable,dominio_analito,sexo_referencia,rango_referencia,mecanismo,label_mecanismo,dominio_fisiologico,direccion,peso_mecanistico,tipo_aporte,especificidad,especificidad_num,fuerza,evidence_tier,evidencia_num,combo_fisiologico,es_driver_primario,necesita_ayuno,sexo_scope_regla,requiere_contexto,analitos_confirmatorios,analitos_competidores,comentario_fisiologico,definition,clinical_notes,priority_base,activation_threshold,min_hits,min_groups,display_threshold,rango_critico_bajo,rango_critico_alto,activo
VM114,tibc_ug_dl,TIBC,hierro,ambos,250.0–450.0,sobrecarga_ferrica,Sobrecarga Ferrica,Hematínico / nutricional,low,0.5,support,media,0.7,media,media,0.7,hierro,no,no,all,si,"transferrin_sat_pct, ferritin_ng_ml, iron_ug_dl",,TIBC baja (o normal-baja) con saturación alta indica sobrecarga de hierro (Hemocromatosis). La transferrina está saturada.,Exceso de hierro o señal de ferritina alta.,Confirmar con saturación > 45%.,alta,50.0,2.0,2.0,24.0,250.0,500.0,si
VM106,transferrin_mg_dl,Transferrina,hierro,ambos,215.0–365.0,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,high,0.5,support,media,0.7,media,media,0.7,hierro,no,no,all,si,"transferrin_sat_pct, hb_g_dl, mcv_fl",,Transferrina alta (equivalente a TIBC alta). El hígado sintetiza más transferrina para captar el poco hierro disponible.,Déficit de hierro funcional o absoluto.,Confirma ferropenia.,alta,45.0,3.0,2.0,24.0,150.0,450.0,si
VM112,transferrin_mg_dl,Transferrina,hierro,ambos,215.0–365.0,sobrecarga_ferrica,Sobrecarga Ferrica,Hematínico / nutricional,low,0.5,support,media,0.7,media,media,0.7,hierro,no,no,all,si,"transferrin_sat_pct, ferritin_ng_ml, iron_ug_dl",,Transferrina baja. Reactante negativo de fase aguda (baja en inflamación) o sobrecarga de hierro.,Exceso de hierro o inflamación.,Diferenciar con PCR y Saturación.,alta,50.0,2.0,2.0,24.0,150.0,450.0,si
VM107,transferrin_sat_pct,Sat. transferrina,hierro,ambos,20.0–50.0,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,low,1.0,driver,alta,1.0,alta,alta,1.0,hierro,si,no,all,si,"hb_g_dl, mcv_fl, rdw_pct",,Driver de ferropenia. Saturación < 20% confirma déficit de hierro disponible para la eritropoyesis. Es el marcador funcional más importante.,Déficit de hierro funcional o absoluto.,Saturación < 20% + Ferritina < 30 = Ferropenia absoluta. Ferritina > 100 = Trastorno inflamatorio.,alta,45.0,3.0,2.0,24.0,10.0,90.0,si
VM113,transferrin_sat_pct,Sat. transferrina,hierro,ambos,20.0–50.0,sobrecarga_ferrica,Sobrecarga Ferrica,Hematínico / nutricional,high,1.0,driver,alta,1.0,alta,alta,1.0,hierro,si,no,all,si,"ferritin_ng_ml, iron_ug_dl, transferrin_mg_dl",,Driver de sobrecarga. Saturación > 45% (H) o > 50% (M) indica que la transferrina está saturada y hay hierro libre tóxico (NTBI). Riesgo de daño orgánico.,Exceso de hierro o señal de ferritina alta.,Indicación de estudio genético de Hemocromatosis si ferritina también alta.,alta,50.0,2.0,2.0,24.0,10.0,90.0,si
VM142,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,carga_hepatica,Carga Hepatica,Hepático,high,0.2,context,baja,0.4,baja,baja,0.4,metabolico,no,si,all,si,"alt_u_l, albumin_g_dl, ast_u_l",,TG altos en HGNA. La esteatosis hepática es un marcador de resistencia insulínica visceral.,Estrés hepatocelular o carga metabólica hepática.,Confirmar con ALT y ecografía.,alta,45.0,2.0,2.0,24.0,35.0,1000.0,si
VM041,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,carga_hiperuricemica,Carga Hiperuricemica,Metabólico,high,0.2,context,baja,0.4,baja,baja,0.4,metabolico,no,si,all,si,"uric_acid_mg_dl, egfr_ml_min_1_73m2, insulin_uIU_ml",,TG y AU altos juntos son el fenotipo clásico de la resistencia a la insulina a nivel renal y hepático.,Tendencia a hiperuricemia en contexto metabólico.,Confirmar con insulina alta.,alta,45.0,2.0,2.0,24.0,35.0,1000.0,si
VM059,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,carga_pancreatica_glucidica,Carga Pancreatica Glucidica,Metabólico,high,0.4,support,media,0.7,media,media,0.7,dislipidemia,no,si,all,si,"glucose_mg_dl, insulin_uIU_ml, hba1c_pct",,TG elevados por exceso de carbohidratos en la dieta y resistencia insulínica. El hígado convierte la glucosa sobrante en TG.,Sobrecarga de la regulación pancreática de la glucosa.,Dieta baja en fructosa y carbohidratos refinados es el tratamiento.,alta,45.0,2.0,2.0,24.0,35.0,1000.0,si
VM017,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,disfuncion_glucidica,Disfuncion Glucidica,Metabólico,high,0.2,context,baja,0.4,baja,baja,0.4,dislipidemia,no,si,all,si,"glucose_mg_dl, hba1c_pct",,La disglucemia (especialmente la hiperglucemia postprandial) eleva los TG.,Pérdida de homeostasis glucémica.,Confirmar con glucemia alterada.,alta,40.0,2.0,1.0,22.0,35.0,1000.0,si
VM181,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,disfuncion_tiroidea_periferica,Disfuncion Tiroidea Periferica,Hormonal / saciedad,high,0.2,context,baja,0.4,baja,baja,0.4,repercusion_lipidica,no,si,all,si,"tsh_mIU_l, ft4_ng_dl",,El hipotiroidismo eleva TG por menor actividad de la lipoproteína lipasa.,Disfunción tiroidea operativa con reflejo metabólico.,TSH/FT4 deben liderar.,alta,45.0,2.0,1.0,22.0,35.0,1000.0,si
VM021,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,dislipidemia_aterogenica,Dislipidemia Aterogenica,Metabólico,high,1.0,driver,alta,1.0,alta,alta,1.0,tg_hdl,si,si,all,si,"apob_mg_dl, hdl_mg_dl, lpa_nmol_l",,Driver de dislipidemia aterogénica. TG > 150 + HDL bajo es el fenotipo de partículas LDL pequeñas y densas (Patrón B). Alto riesgo CV.,"Patrón de TG altos, HDL bajo y aumento de partículas aterogénicas.",Objetivo TG < 150 (ideal < 100).,alta,45.0,2.0,2.0,26.0,35.0,1000.0,si
VM061,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,estado_purinico,Estado Purinico,Metabólico,high,0.15,context,baja,0.4,baja,baja,0.4,metabolico,no,si,all,si,"uric_acid_mg_dl, egfr_ml_min_1_73m2",,Contexto purínico y lipídico. Dieta rica en fructosa,alcohol y proteínas animales.,Lectura operativa del eje purinas/ácido úrico. Describe tono úrico/purínico.,alta,55.0,1.0,1.0,18.0,35.0,1000.0,si
VM086,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,estres_oxidativo,Estres Oxidativo,Inflamación / estrés biológico,high,0.15,context,baja,0.4,baja,baja,0.4,metabolico_oxidativo,no,si,all,si,"hscrp_mg_l, ggt_u_l, hba1c_pct",,TG altos y PCR alta = lipotoxicidad e inflamación.,Señal indirecta de estrés oxidativo.,Concepto de apoyo.,baja,65.0,2.0,2.0,20.0,35.0,1000.0,si
VM004,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,insulinorresistencia,Insulinorresistencia,Metabólico,high,0.85,driver,alta,1.0,alta,alta,1.0,dislipidemia,si,si,all,si,"glucose_mg_dl, hba1c_pct, insulin_uIU_ml",,Driver de resistencia insulínica. TG elevados en ayunas es el marcador lipídico más precoz y fiable de resistencia a la insulina en hígado y tejido adiposo.,Patrón de hiperinsulinemia compensatoria.,Exigir señal glucémica/insulínica.,alta,45.0,3.0,2.0,28.0,35.0,1000.0,si
VM176,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,resistencia_leptinica_saciedad,Resistencia Leptinica Saciedad,Hormonal / saciedad,high,0.35,support,media,0.7,media,media,0.7,tg_hdl,no,si,all,si,"waist_cm, bmi_kg_m2, insulin_uIU_ml",,Obesidad central y TG altos son la manifestación de la resistencia a la leptina.,Patrón antropométrico-metabólico.,Cintura debe acompañarse de señal metabólica.,alta,60.0,2.0,2.0,24.0,35.0,1000.0,si
VM030,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,riesgo_cardiometabolico_global,Riesgo Cardiometabolico Global,Metabólico,high,0.45,support,media,0.7,media,media,0.7,tg_hdl,no,si,all,si,"apob_mg_dl, lpa_nmol_l, ldl_mg_dl",,TG como parte del puzzle de riesgo.,"Integración de carga lipídica, glucídica, inflamatoria y adiposidad central.",Patrón resumen.,alta,65.0,3.0,2.0,30.0,35.0,1000.0,si
VM050,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,sindrome_metabolico_patron,Sindrome Metabolico Patron,Metabólico,high,0.95,driver,alta,1.0,alta,alta,1.0,dislipidemia,si,si,all,si,"glucose_mg_dl, hdl_mg_dl, waist_cm",,Criterio mayor de Sd. Metabólico. TG >= 150 mg/dL.,"Agrupación operativa de adiposidad central, glucosa y lípidos.",Requiere 3 de 5 criterios.,alta,65.0,3.0,3.0,32.0,35.0,1000.0,si
VM132,tsh_mIU_l,TSH,tiroides,ambos,0.4–4.0,alteracion_metabolismo_folato_b12_homocisteina,Alteracion Metabolismo Folato B12 Homocisteina,Hematínico / nutricional,high,0.1,context,baja,0.4,baja,baja,0.4,contexto_metabolico,no,no,all,si,"vitb12_pg_ml, folate_ng_ml, mcv_fl",,El déficit de B12/folato puede elevar la TSH por hipotiroidismo autoinmune asociado (gastritis atrófica).,Versión ampliada del eje B12/folato.,Buscar anticuerpos anti-TPO.,alta,55.0,2.0,2.0,24.0,0.01,100.0,si
VM187,tsh_mIU_l,TSH,tiroides,ambos,0.4–4.0,disfuncion_tiroidea_periferica,Disfuncion Tiroidea Periferica,Hormonal / saciedad,high,0.95,driver,alta,1.0,alta,alta,1.0,eje_tiroideo,si,no,all,si,"ft4_ng_dl, ldl_mg_dl",,Driver de Hipotiroidismo. TSH > 4.0-4.5. Si FT4 es normal,es Subclínico. Tratar si TSH > 10,síntomas bocio o embarazo. Disfunción tiroidea operativa con reflejo metabólico. TSH > 10 es indicación de tratamiento.,alta,45.0,2.0,1.0,22.0,0.01,100.0,si
VM186,tsh_mIU_l,TSH,tiroides,ambos,0.4–4.0,disfuncion_tiroidea_periferica,Disfuncion Tiroidea Periferica,Hormonal / saciedad,low,0.95,driver,alta,1.0,alta,alta,1.0,eje_tiroideo,si,no,all,si,"ft4_ng_dl, ldl_mg_dl",,Driver de Hipertiroidismo. TSH < 0.4. Si FT4 normal,Subclínico. Riesgo de fibrilación auricular y osteoporosis. Derivar a Endocrino.,Disfunción tiroidea operativa. Confirmar con FT4 y anticuerpos (TSI).,alta,45.0,2.0,1.0,22.0,0.01,100.0,si
VM019,uacr_mg_g,Cociente albúmina/creatinina urinaria (UACR),renal,ambos,0.0–29.0,disfuncion_glucidica,Disfuncion Glucidica,Metabólico,high,0.2,context,baja,0.4,baja,baja,0.4,lesion_microvascular,no,no,all,si,"glucose_mg_dl, hba1c_pct",,Microalbuminuria (UACR 30-300 mg/g). Marcador precoz de nefropatía diabética y daño endotelial sistémico. Indica inicio de IECA/ARA II.,Pérdida de homeostasis glucémica con daño renal.,Control estricto de glucemia y TA.,alta,40.0,2.0,1.0,22.0,5.0,500.0,si
VM173,uacr_mg_g,Cociente albúmina/creatinina urinaria (UACR),renal,ambos,0.0–29.0,retencion_hidrosalina,Retencion Hidrosalina,Renal / volumen,high,0.15,context,baja,0.4,baja,baja,0.4,renal,no,no,all,si,"hct_pct, albumin_g_dl, hb_g_dl",,Proteinuria en contexto de hipervolemia (ICC,IRC).,Patrón compatible con expansión de volumen. Muy inferencial.,media,60.0,2.0,2.0,22.0,5.0,500.0,si
VM037,uacr_mg_g,Cociente albúmina/creatinina urinaria (UACR),renal,ambos,0.0–29.0,riesgo_cardiometabolico_global,Riesgo Cardiometabolico Global,Metabólico,high,0.25,context,media,0.7,baja,baja,0.4,contexto_riesgo,no,no,all,si,"apob_mg_dl, lpa_nmol_l, triglycerides_mg_dl",,La microalbuminuria refleja disfunción endotelial generalizada. Multiplica el riesgo CV.,"Integración de carga lipídica, glucídica, inflamatoria y adiposidad central.",Patrón resumen.,alta,65.0,3.0,2.0,30.0,5.0,500.0,si
VM159,uacr_mg_g,Cociente albúmina/creatinina urinaria (UACR),renal,ambos,0.0–29.0,seguridad_renal,Seguridad renal,Renal / volumen,high,1.0,driver,alta,1.0,alta,alta,1.0,renal,si,no,all,si,"egfr_ml_min_1_73m2, creatinine_mg_dl, urea_mg_dl",,Driver de Enfermedad Renal Crónica (ERC). UACR > 30 mg/g con eGFR < 60 confirma ERC con alto riesgo de progresión. Necesita Nefrología.,"Bloque de vigilancia renal, filtrado y daño renal subclínico.",Control de TA < 130/80 e IECA/ARA II obligatorios.,alta,35.0,2.0,2.0,20.0,5.0,500.0,si
VM045,urea_mg_dl,Urea,renal,ambos,15.0–40.0,carga_hiperuricemica,Carga Hiperuricemica,Metabólico,high,0.2,context,baja,0.4,baja,baja,0.4,renal,no,no,all,si,"uric_acid_mg_dl, egfr_ml_min_1_73m2, insulin_uIU_ml",,Urea elevada por dieta hiperproteica o catabolismo en contexto de AU alto (dieta rica en purinas).,Tendencia a hiperuricemia.,Confirmar con AU y creatinina.,alta,45.0,2.0,2.0,24.0,5.0,150.0,si
VM138,urea_mg_dl,Urea,renal,ambos,15.0–40.0,deficit_proteico_catabolismo,Deficit Proteico Catabolismo,Hematínico / nutricional,high,0.35,support,media,0.7,media,media,0.7,catabolico_masa,no,no,all,si,"albumin_g_dl, creatinine_mg_dl, bmi_kg_m2",,Urea elevada por catabolismo proteico (sangrado digestivo,corticoides,fiebre). A diferencia de la deshidratación aquí la creatinina es normal. Sospecha de baja disponibilidad proteica o mayor catabolismo. Descartar sangrado digestivo si anemia.,alta,50.0,2.0,2.0,22.0,5.0,150.0,si
VM137,urea_mg_dl,Urea,renal,ambos,15.0–40.0,deficit_proteico_catabolismo,Deficit Proteico Catabolismo,Hematínico / nutricional,low,0.35,support,media,0.7,media,media,0.7,catabolico_masa,no,no,all,si,"albumin_g_dl, creatinine_mg_dl, bmi_kg_m2",,Urea baja. Insuficiencia hepática grave (fallo de síntesis) o desnutrición proteica severa. También en embarazo (hemodilución).,Sospecha de baja disponibilidad proteica.,Confirmar con albúmina baja.,alta,50.0,2.0,2.0,22.0,5.0,150.0,si
VM166,urea_mg_dl,Urea,renal,ambos,15.0–40.0,deshidratacion_hemoconcentracion,Deshidratacion Hemoconcentracion,Renal / volumen,high,0.85,driver,alta,1.0,alta,alta,1.0,renal,si,no,all,si,"hct_pct, hb_g_dl, creatinine_mg_dl",,Driver de Deshidratación/Azoemia Pre-Renal. Urea elevada desproporcionadamente respecto a Creatinina (Cociente Urea/Cr > 40:1). Administrar volumen.,Patrón compatible con hemoconcentración.,Confirmar con Hto alto.,media,40.0,2.0,2.0,22.0,5.0,150.0,si
VM192,urea_mg_dl,Urea,renal,ambos,15.0–40.0,estado_anabolico_bajo,Estado Anabolico Bajo,Hormonal / saciedad,low,0.2,context,baja,0.4,baja,baja,0.4,catabolico_masa,no,no,all,si,"creatinine_mg_dl, bmi_kg_m2, albumin_g_dl",,Urea baja por baja ingesta proteica o insuficiencia hepática.,Señal de baja reserva anabólica.,Útil como soporte.,alta,50.0,2.0,2.0,22.0,5.0,150.0,si
VM066,urea_mg_dl,Urea,renal,ambos,15.0–40.0,estado_purinico,Estado Purinico,Metabólico,high,0.15,context,baja,0.4,baja,baja,0.4,renal,no,no,all,si,"uric_acid_mg_dl, egfr_ml_min_1_73m2",,Contexto purínico. Dieta hiperproteica eleva urea y ácido úrico.,Lectura operativa del eje purinas/ácido úrico.,Describe tono úrico/purínico.,alta,55.0,1.0,1.0,18.0,5.0,150.0,si
VM201,urea_mg_dl,Urea,renal,ambos,15.0–40.0,recambio_muscular_lesion,Recambio Muscular Lesion,Muscular / recambio,high,0.15,context,baja,0.4,baja,baja,0.4,catabolico_masa,no,no,all,si,"ast_u_l, hscrp_mg_l, alt_u_l",CK_CPK,Urea elevada por catabolismo muscular (Rabdomiolisis). Sin CK es especulación.,Sospecha de recambio/lesión muscular.,Desactivado.,baja,70.0,2.0,2.0,24.0,5.0,150.0,no
VM158,urea_mg_dl,Urea,renal,ambos,15.0–40.0,seguridad_renal,Seguridad renal,Renal / volumen,high,0.4,support,media,0.7,media,media,0.7,renal,no,no,all,si,"egfr_ml_min_1_73m2, uacr_mg_g, creatinine_mg_dl",,Urea elevada en ERC avanzada. Refleja retención de productos nitrogenados. Causa astenia y anorexia.,"Bloque de vigilancia renal, filtrado y daño renal subclínico.",Confirmar con eGFR bajo.,alta,35.0,2.0,2.0,20.0,5.0,150.0,si
VM044,uric_acid_mg_dl,Ácido úrico,metabolico,ambos,3.5–7.2,carga_hiperuricemica,Carga Hiperuricemica,Metabólico,high,1.0,driver,alta,1.0,alta,alta,1.0,urato,si,no,all,si,"egfr_ml_min_1_73m2, insulin_uIU_ml, triglycerides_mg_dl",,Driver de riesgo metabólico. AU > 6.0 mg/dL en mujer y > 7.0 en hombre se asocia a riesgo CV,renal y HGNA independientemente de la gota.,Tendencia a hiperuricemia por sobreproducción o infraexcreción. Reducir fructosa y alcohol. Considerar Alopurinol si > 9.0 o gota.,alta,45.0,2.0,2.0,24.0,2.5,15.0,si
VM165,uric_acid_mg_dl,Ácido úrico,metabolico,ambos,3.5–7.2,deshidratacion_hemoconcentracion,Deshidratacion Hemoconcentracion,Renal / volumen,high,0.2,context,baja,0.4,baja,baja,0.4,urato,no,no,all,si,"hct_pct, urea_mg_dl, hb_g_dl",,AU elevado por contracción de volumen. Se normaliza al hidratar.,Patrón compatible con hemoconcentración.,Confirmar deshidratación.,media,40.0,2.0,2.0,22.0,2.5,15.0,si
VM065,uric_acid_mg_dl,Ácido úrico,metabolico,ambos,3.5–7.2,estado_purinico,Estado Purinico,Metabólico,high,0.9,driver,alta,1.0,alta,alta,1.0,urato,si,no,all,si,"egfr_ml_min_1_73m2, triglycerides_mg_dl, creatinine_mg_dl",,Driver de estado purínico elevado. Dieta rica en carnes rojas,mariscos,alcohol y fructosa. Causa gota y litiasis renal. Lectura operativa del eje purinas/ácido úrico. Modificación dietética intensiva.,alta,55.0,1.0,1.0,18.0,2.5,15.0,si
VM064,uric_acid_mg_dl,Ácido úrico,metabolico,ambos,3.5–7.2,estado_purinico,Estado Purinico,Metabólico,low,0.9,driver,alta,1.0,alta,alta,1.0,urato,si,no,all,si,"egfr_ml_min_1_73m2, triglycerides_mg_dl, creatinine_mg_dl",,AU bajo (< 2.0 mg/dL). Raro. Descartar tubulopatía proximal (Sd. Fanconi),uso de Alopurinol/Febuxostat o déficit de xantina oxidasa.,Lectura operativa del eje purinas/ácido úrico. Investigar pérdida renal si no hay fármacos.,alta,55.0,1.0,1.0,18.0,2.5,15.0,si
VM093,uric_acid_mg_dl,Ácido úrico,metabolico,ambos,3.5–7.2,estres_oxidativo,Estres Oxidativo,Inflamación / estrés biológico,high,0.15,context,baja,0.4,baja,baja,0.4,metabolico_oxidativo,no,no,all,si,"hscrp_mg_l, ggt_u_l, hba1c_pct",,El AU es un antioxidante extracelular pero pro-oxidante intracelular. Su elevación indica estrés oxidativo.,Señal indirecta de estrés oxidativo.,Concepto de apoyo.,baja,65.0,2.0,2.0,20.0,2.5,15.0,si
VM092,uric_acid_mg_dl,Ácido úrico,metabolico,ambos,3.5–7.2,estres_oxidativo,Estres Oxidativo,Inflamación / estrés biológico,low,0.15,context,baja,0.4,baja,baja,0.4,metabolico_oxidativo,no,no,all,si,"hscrp_mg_l, ggt_u_l, hba1c_pct",,Niveles bajos de AU antioxidante se asocian a mayor estrés oxidativo en algunas enfermedades neurodegenerativas.,Señal indirecta de estrés oxidativo.,No es una diana terapéutica subir el AU.,baja,65.0,2.0,2.0,20.0,2.5,15.0,si
VM007,uric_acid_mg_dl,Ácido úrico,metabolico,ambos,3.5–7.2,insulinorresistencia,Insulinorresistencia,Metabólico,high,0.4,support,media,0.7,media,media,0.7,contexto,no,no,all,si,"glucose_mg_dl, hba1c_pct, insulin_uIU_ml",,La insulina alta reduce la excreción renal de urato. AU alto es un marcador fiable de hiperinsulinemia.,Patrón de hiperinsulinemia compensatoria.,Exigir señal glucémica/insulínica.,alta,45.0,3.0,2.0,28.0,2.5,15.0,si
VM200,uric_acid_mg_dl,Ácido úrico,metabolico,ambos,3.5–7.2,recambio_muscular_lesion,Recambio Muscular Lesion,Muscular / recambio,high,0.15,context,baja,0.4,baja,baja,0.4,lesion_contexto,no,no,all,si,"ast_u_l, hscrp_mg_l, alt_u_l",CK_CPK,AU elevado por recambio celular masivo (lisis tumoral,rabdomiolisis). Sin CK es especulación.,Sospecha de recambio/lesión muscular. Desactivado.,baja,70.0,2.0,2.0,24.0,2.5,15.0,no
VM034,uric_acid_mg_dl,Ácido úrico,metabolico,ambos,3.5–7.2,riesgo_cardiometabolico_global,Riesgo Cardiometabolico Global,Metabólico,high,0.2,context,baja,0.4,baja,baja,0.4,contexto_riesgo,no,no,all,si,"apob_mg_dl, lpa_nmol_l, triglycerides_mg_dl",,AU como marcador de riesgo.,"Integración de carga lipídica, glucídica, inflamatoria y adiposidad central.",Patrón resumen.,alta,65.0,3.0,2.0,30.0,2.5,15.0,si
VM157,uric_acid_mg_dl,Ácido úrico,metabolico,ambos,3.5–7.2,seguridad_renal,Seguridad renal,Renal / volumen,high,0.2,context,baja,0.4,baja,baja,0.4,urato,no,no,all,si,"egfr_ml_min_1_73m2, uacr_mg_g, creatinine_mg_dl",,Nefropatía por uratos. AU alto acelera la progresión de la ERC.,"Bloque de vigilancia renal, filtrado y daño renal subclínico.",Control estricto de AU si eGFR < 60.,alta,35.0,2.0,2.0,20.0,2.5,15.0,si
VM127,vitb12_pg_ml,Vitamina B12,nutricional,ambos,200.0–900.0,alteracion_metabolismo_folato_b12_homocisteina,Alteracion Metabolismo Folato B12 Homocisteina,Hematínico / nutricional,low,0.95,driver,alta,1.0,alta,alta,1.0,vitaminas,si,no,all,si,"folate_ng_ml, mcv_fl, rdw_pct",,Driver de déficit B12. < 200 pg/mL es deficiencia. 200-300 es zona gris (medir MMA y Homocisteína). Causa anemia perniciosa,malabsorción,veganismo. Versión ampliada del eje B12/folato. Tratar con B12 parenteral si hay anemia o síntomas neurológicos.,alta,55.0,2.0,2.0,24.0,150.0,2000.0,si
VM123,vitb12_pg_ml,Vitamina B12,nutricional,ambos,200.0–900.0,eje_b12_folato,Eje B12 Folato,Hematínico / nutricional,low,1.0,driver,alta,1.0,alta,alta,1.0,vitaminas,si,no,all,si,"folate_ng_ml, mcv_fl, hb_g_dl",,Driver del eje vitamínico. Déficit aislado de B12 es más frecuente que de folato en adultos mayores.,Déficit del eje vitamínico B12/folato.,Confirmar con MMA.,alta,45.0,2.0,2.0,22.0,150.0,2000.0,si
VM046,waist_cm,Cintura,metabolico,sexo_especifico,f: 0.0–80.0 | m: 0.0–89.0,carga_hiperuricemica,Carga Hiperuricemica,Metabólico,high,0.2,context,baja,0.4,baja,baja,0.4,metabolico,no,no,all,si,"uric_acid_mg_dl, egfr_ml_min_1_73m2, insulin_uIU_ml",,Obesidad central como causa de hiperuricemia por resistencia insulínica.,Tendencia a hiperuricemia.,Confirmar con AU e insulina.,alta,45.0,2.0,2.0,24.0,50.0,150.0,si
VM060,waist_cm,Cintura,metabolico,sexo_especifico,f: 0.0–80.0 | m: 0.0–89.0,carga_pancreatica_glucidica,Carga Pancreatica Glucidica,Metabólico,high,0.4,support,media,0.7,media,media,0.7,adiposidad,no,no,all,si,"glucose_mg_dl, insulin_uIU_ml, hba1c_pct",,La cintura es el mejor predictor antropométrico de resistencia insulínica y riesgo de DM2.,Sobrecarga de la regulación pancreática de la glucosa.,Medir siempre en paciente con disglucemia.,alta,45.0,2.0,2.0,24.0,50.0,150.0,si
VM018,waist_cm,Cintura,metabolico,sexo_especifico,f: 0.0–80.0 | m: 0.0–89.0,disfuncion_glucidica,Disfuncion Glucidica,Metabólico,high,0.4,support,media,0.7,media,media,0.7,adiposidad,no,no,all,si,"glucose_mg_dl, hba1c_pct",,Obesidad central como causa de DM2.,Pérdida de homeostasis glucémica.,Confirmar con glucemia/HbA1c.,alta,40.0,2.0,1.0,22.0,50.0,150.0,si
VM025,waist_cm,Cintura,metabolico,sexo_especifico,f: 0.0–80.0 | m: 0.0–89.0,dislipidemia_aterogenica,Dislipidemia Aterogenica,Metabólico,high,0.4,support,media,0.7,media,media,0.7,adiposidad,no,no,all,si,"triglycerides_mg_dl, apob_mg_dl, hdl_mg_dl",,La grasa visceral (cintura alta) drena al hígado y causa dislipidemia aterogénica (TG alto,HDL bajo).,"Patrón de TG altos, HDL bajo. Cintura > 88 (M) / 102 (H) es criterio de Sd. Metabólico.",alta,45.0,2.0,2.0,26.0,50.0,150.0,si
VM009,waist_cm,Cintura,metabolico,sexo_especifico,f: 0.0–80.0 | m: 0.0–89.0,insulinorresistencia,Insulinorresistencia,Metabólico,high,0.85,driver,alta,1.0,alta,alta,1.0,adiposidad,si,no,all,si,"glucose_mg_dl, hba1c_pct, insulin_uIU_ml",,Driver de obesidad central. Cintura elevada es criterio diagnóstico y marcador de resistencia insulínica independiente del IMC.,Patrón de hiperinsulinemia compensatoria.,Medir en todos los chequeos.,alta,45.0,3.0,2.0,28.0,50.0,150.0,si
VM180,waist_cm,Cintura,metabolico,sexo_especifico,f: 0.0–80.0 | m: 0.0–89.0,resistencia_leptinica_saciedad,Resistencia Leptinica Saciedad,Hormonal / saciedad,high,0.8,driver,alta,1.0,alta,alta,1.0,adiposidad,si,no,all,si,"bmi_kg_m2, insulin_uIU_ml, triglycerides_mg_dl",,Driver de fenotipo hiperfágico. La cintura alta es el reflejo de la incapacidad de la leptina para frenar el apetito y aumentar el gasto.,Patrón antropométrico-metabólico.,Objetivo principal del tratamiento de obesidad.,alta,60.0,2.0,2.0,24.0,50.0,150.0,si
VM036,waist_cm,Cintura,metabolico,sexo_especifico,f: 0.0–80.0 | m: 0.0–89.0,riesgo_cardiometabolico_global,Riesgo Cardiometabolico Global,Metabólico,high,0.35,support,media,0.7,media,media,0.7,adiposidad,no,no,all,si,"apob_mg_dl, lpa_nmol_l, triglycerides_mg_dl",,Cintura como parte del puzzle.,"Integración de carga lipídica, glucídica, inflamatoria y adiposidad central.",Patrón resumen.,alta,65.0,3.0,2.0,30.0,50.0,150.0,si
VM054,waist_cm,Cintura,metabolico,sexo_especifico,f: 0.0–80.0 | m: 0.0–89.0,sindrome_metabolico_patron,Sindrome Metabolico Patron,Metabólico,high,0.95,driver,alta,1.0,alta,alta,1.0,adiposidad,si,no,all,si,"glucose_mg_dl, triglycerides_mg_dl, hdl_mg_dl",,Criterio obligatorio de Sd. Metabólico según IDF (aunque ATP III lo hace opcional). Cintura > 80 M / > 94 H (Europeo).,"Agrupación operativa de adiposidad central, glucosa y lípidos.",Requiere 3 de 5 criterios.,alta,65.0,3.0,3.0,32.0,50.0,150.0,si
VM079,wbc_x10_3_mm3,Leucocitos,hematologia,ambos,4.0–10.0,activacion_inmune,Activacion Inmune,Inflamación / estrés biológico,high,0.45,support,media,0.7,alta,media,0.7,celular,no,no,all,si,"neut_abs_x10_3_mm3, hscrp_mg_l, lymph_abs_x10_3_mm3",,Leucocitosis (> 10K). Reactante de fase aguda. Diferenciar Neutrofilia (Bacteriana) vs Linfocitosis (Viral). Descartar hemopatía si > 20K persistente.,Activación inmunitaria o patrón leucocitario reactivo.,Correlacionar con PCR y fórmula.,media,55.0,2.0,2.0,24.0,1.0,50.0,si
